sales_key,order_id,customer_key,product_key,region_key,date_key,revenue,shipping_days,shipping_lag
34,CA-2015-101427,673,1227,12,20151226,8.02,0,"Same Day"
35,CA-2015-101462,547,1462,63,20150420,59.92,0,"Same Day"
36,CA-2015-101476,175,383,132,20150912,69.99,0,"Same Day"
37,CA-2015-101560,295,126,38,20151128,397.60,0,"Same Day"
38,CA-2015-101560,295,348,38,20151128,13.12,0,"Same Day"
39,CA-2015-101560,295,340,38,20151128,45.66,0,"Same Day"
40,CA-2015-101560,295,1663,38,20151128,85.96,0,"Same Day"
41,CA-2015-101602,499,641,295,20151215,763.28,0,"Same Day"
42,CA-2015-101602,499,1059,295,20151215,40.68,0,"Same Day"
43,CA-2015-101770,209,806,124,20150331,1.87,0,"Same Day"
44,CA-2015-101833,436,699,24,20151117,34.44,0,"Same Day"
45,CA-2015-101931,478,433,14,20151028,617.00,0,"Same Day"
46,CA-2015-101931,478,309,14,20151028,7.18,0,"Same Day"
47,CA-2015-101931,478,87,14,20151028,141.40,0,"Same Day"
48,CA-2015-101931,478,264,14,20151028,480.74,0,"Same Day"
49,CA-2015-101931,478,1618,14,20151028,6.28,0,"Same Day"
50,CA-2015-102008,155,599,165,20150930,48.94,0,"Same Day"
51,CA-2015-102085,558,150,61,20151004,29.24,0,"Same Day"
52,CA-2015-102274,705,7,127,20151121,5.46,0,"Same Day"
53,CA-2015-102274,705,1089,127,20151121,629.10,0,"Same Day"
54,CA-2015-102274,705,562,127,20151121,193.95,0,"Same Day"
55,CA-2015-102274,705,693,127,20151121,36.99,0,"Same Day"
56,CA-2015-102295,553,1333,380,20151124,120.71,0,"Same Day"
57,CA-2015-102330,483,432,91,20151229,88.80,0,"Same Day"
58,CA-2015-102330,483,1291,91,20151229,319.97,0,"Same Day"
59,CA-2015-102645,781,130,122,20150123,40.08,0,"Same Day"
60,CA-2015-102652,673,1794,14,20150406,91.96,0,"Same Day"
61,CA-2015-102652,673,285,14,20150406,33.11,0,"Same Day"
62,CA-2015-102652,673,1507,14,20150406,55.48,0,"Same Day"
63,CA-2015-102652,673,1176,14,20150406,19.44,0,"Same Day"
64,CA-2015-102673,176,1015,44,20151101,10.27,0,"Same Day"
65,CA-2015-102673,176,1024,44,20151101,7.52,0,"Same Day"
66,CA-2015-102673,176,1151,44,20151101,47.81,0,"Same Day"
67,CA-2015-102673,176,1651,44,20151101,978.84,0,"Same Day"
68,CA-2015-102869,96,1037,12,20150909,17.47,0,"Same Day"
69,CA-2015-102869,96,745,12,20150909,15.55,0,"Same Day"
70,CA-2015-102869,96,1581,12,20150909,64.70,0,"Same Day"
71,CA-2015-102869,96,953,12,20150909,135.52,0,"Same Day"
72,CA-2015-102988,621,1221,213,20150405,22.96,0,"Same Day"
73,CA-2015-102988,621,348,213,20150405,22.96,0,"Same Day"
74,CA-2015-102988,621,221,213,20150405,12.96,0,"Same Day"
75,CA-2015-102988,621,470,213,20150405,4164.05,0,"Same Day"
76,CA-2015-102988,621,1140,213,20150405,28.99,0,"Same Day"
77,CA-2015-103058,9,968,165,20150723,99.98,0,"Same Day"
78,CA-2015-103086,433,1516,15,20151017,5.31,0,"Same Day"
79,CA-2015-103100,456,1520,305,20151220,1103.97,0,"Same Day"
80,CA-2015-103100,456,1675,305,20151220,3.69,0,"Same Day"
81,CA-2015-103191,501,951,156,20150922,331.54,0,"Same Day"
82,CA-2015-103219,683,269,46,20151109,56.52,0,"Same Day"
83,CA-2015-103310,412,1497,59,20150510,256.78,0,"Same Day"
84,CA-2015-103310,412,1701,59,20150510,39.96,0,"Same Day"
85,CA-2015-103310,412,1755,59,20150510,41.04,0,"Same Day"
86,CA-2015-103310,412,1129,59,20150510,1432.00,0,"Same Day"
87,CA-2015-103317,761,1133,184,20150705,19.52,0,"Same Day"
88,CA-2015-103317,761,1771,184,20150705,213.22,0,"Same Day"
89,CA-2015-103317,761,1526,184,20150705,9.81,0,"Same Day"
90,CA-2015-103331,42,1592,286,20150826,10.68,0,"Same Day"
91,CA-2015-103331,42,1226,286,20150826,17.34,0,"Same Day"
92,CA-2015-103331,42,947,286,20150826,3.38,0,"Same Day"
93,CA-2015-103366,553,248,237,20150115,149.95,0,"Same Day"
94,CA-2015-103373,95,1159,178,20150518,779.80,0,"Same Day"
95,CA-2015-103401,745,1176,95,20151121,12.96,0,"Same Day"
96,CA-2015-103429,430,1163,24,20150530,235.95,0,"Same Day"
97,CA-2015-103429,430,1418,24,20150530,25.58,0,"Same Day"
98,CA-2015-103429,430,1001,24,20150530,39.96,0,"Same Day"
99,CA-2015-103429,430,926,24,20150530,464.00,0,"Same Day"
100,CA-2015-103492,783,309,144,20151010,0.90,0,"Same Day"
101,CA-2015-103492,783,1235,144,20151010,11.98,0,"Same Day"
102,CA-2015-103492,783,1543,144,20151010,719.95,0,"Same Day"
103,CA-2015-103492,783,529,144,20151010,755.94,0,"Same Day"
104,CA-2015-103527,418,708,156,20150909,10.90,0,"Same Day"
105,CA-2015-103590,146,1665,185,20151130,62.28,0,"Same Day"
106,CA-2015-103660,597,1160,6,20150825,1007.94,0,"Same Day"
107,CA-2015-103702,315,476,324,20150912,63.92,0,"Same Day"
108,CA-2015-103744,676,784,295,20150223,4.43,0,"Same Day"
109,CA-2015-103744,676,873,295,20150223,6.94,0,"Same Day"
110,CA-2015-103800,25,1559,15,20150103,16.45,0,"Same Day"
111,CA-2015-103807,606,1588,495,20151202,15.24,0,"Same Day"
112,CA-2015-103807,606,1656,495,20151202,5.95,0,"Same Day"
113,CA-2015-103849,39,484,7,20150511,66.11,0,"Same Day"
114,CA-2015-103849,39,482,7,20150511,58.11,0,"Same Day"
115,CA-2015-103849,39,483,7,20150511,100.79,0,"Same Day"
116,CA-2015-103940,203,1398,6,20150917,35.34,0,"Same Day"
117,CA-2015-103940,203,143,6,20150917,137.24,0,"Same Day"
118,CA-2015-103940,203,1231,6,20150917,57.93,0,"Same Day"
119,CA-2015-103940,203,469,6,20150917,30.28,0,"Same Day"
120,CA-2015-103989,205,1710,153,20150319,20.02,0,"Same Day"
121,CA-2015-103989,205,1045,153,20150319,4.99,0,"Same Day"
122,CA-2015-103989,205,1422,153,20150319,33.57,0,"Same Day"
123,CA-2015-103989,205,1150,153,20150319,11.81,0,"Same Day"
124,CA-2015-103989,205,379,153,20150319,26.16,0,"Same Day"
125,CA-2015-103989,205,1805,153,20150319,170.24,0,"Same Day"
126,CA-2015-103989,205,529,153,20150319,323.98,0,"Same Day"
127,CA-2015-104178,26,1468,2,20150825,6.28,0,"Same Day"
128,CA-2015-104178,26,1363,2,20150825,25.92,0,"Same Day"
129,CA-2015-104178,26,769,2,20150825,48.84,0,"Same Day"
130,CA-2015-104178,26,456,2,20150825,95.10,0,"Same Day"
131,CA-2015-104269,73,121,61,20150301,457.57,0,"Same Day"
132,CA-2015-104283,216,987,373,20150627,85.98,0,"Same Day"
133,CA-2015-104283,216,861,373,20150627,306.20,0,"Same Day"
134,CA-2015-104283,216,203,373,20150627,223.96,0,"Same Day"
135,CA-2015-104402,552,1764,286,20150617,65.97,0,"Same Day"
136,CA-2015-104472,279,393,13,20150602,73.32,0,"Same Day"
137,CA-2015-104472,279,447,13,20150602,59.81,0,"Same Day"
138,CA-2015-104563,783,1886,6,20150307,436.70,0,"Same Day"
139,CA-2015-104563,783,1518,6,20150307,481.57,0,"Same Day"
140,CA-2015-104563,783,106,6,20150307,20.65,0,"Same Day"
141,CA-2015-104563,783,358,6,20150307,204.90,0,"Same Day"
142,CA-2015-104738,408,317,162,20151230,2.29,0,"Same Day"
143,CA-2015-104738,408,905,162,20151230,12.98,0,"Same Day"
144,CA-2015-104738,408,248,162,20151230,47.98,0,"Same Day"
145,CA-2015-104738,408,826,162,20151230,328.78,0,"Same Day"
146,CA-2015-104738,408,1247,162,20151230,217.58,0,"Same Day"
147,CA-2015-104773,534,118,17,20151208,60.42,0,"Same Day"
148,CA-2015-104780,405,183,89,20150521,31.84,0,"Same Day"
149,CA-2015-104808,776,835,247,20150204,17.25,0,"Same Day"
150,CA-2015-104829,190,1426,268,20151118,21.98,0,"Same Day"
151,CA-2015-104976,317,374,35,20151209,34.68,0,"Same Day"
152,CA-2015-105165,450,744,67,20150907,200.80,0,"Same Day"
153,CA-2015-105165,450,1610,67,20150907,21.86,0,"Same Day"
154,CA-2015-105165,450,349,67,20150907,2.92,0,"Same Day"
155,CA-2015-105165,450,1218,67,20150907,46.69,0,"Same Day"
156,CA-2015-105165,450,1378,67,20150907,196.78,0,"Same Day"
157,CA-2015-105172,325,1052,10,20150404,18.90,0,"Same Day"
158,CA-2015-105249,724,1130,35,20151128,411.33,0,"Same Day"
159,CA-2015-105249,724,256,35,20151128,41.40,0,"Same Day"
160,CA-2015-105249,724,329,35,20151128,7.36,0,"Same Day"
161,CA-2015-105270,276,1164,142,20151111,112.65,0,"Same Day"
162,CA-2015-105270,276,403,142,20151111,30.48,0,"Same Day"
163,CA-2015-105340,700,1012,90,20151122,6.93,0,"Same Day"
164,CA-2015-105417,746,1761,144,20150107,76.73,0,"Same Day"
165,CA-2015-105417,746,995,144,20150107,10.43,0,"Same Day"
166,CA-2015-105648,413,981,89,20150303,626.35,0,"Same Day"
167,CA-2015-105872,507,721,24,20150530,70.37,0,"Same Day"
168,CA-2015-105893,8,17,8,20151111,665.88,0,"Same Day"
169,CA-2015-105984,502,1013,48,20151124,611.06,0,"Same Day"
170,CA-2015-105984,502,760,48,20151124,1049.97,0,"Same Day"
171,CA-2015-106054,706,321,507,20150106,12.78,0,"Same Day"
172,CA-2015-106229,750,365,174,20150607,268.94,0,"Same Day"
173,CA-2015-106264,243,859,143,20151226,3.48,0,"Same Day"
174,CA-2015-106264,243,170,143,20151226,11.91,0,"Same Day"
175,CA-2015-106376,30,66,28,20151205,1113.02,0,"Same Day"
176,CA-2015-106376,30,67,28,20151205,167.97,0,"Same Day"
177,CA-2015-106439,56,1236,14,20151031,146.35,0,"Same Day"
178,CA-2015-106439,56,1034,14,20151031,12.39,0,"Same Day"
179,CA-2015-106439,56,1241,14,20151031,15.97,0,"Same Day"
180,CA-2015-106439,56,1243,14,20151031,19.30,0,"Same Day"
181,CA-2015-106439,56,1239,14,20151031,11.34,0,"Same Day"
182,CA-2015-106439,56,1298,14,20151031,64.74,0,"Same Day"
183,CA-2015-106439,56,542,14,20151031,405.64,0,"Same Day"
184,CA-2015-106439,56,1240,14,20151031,80.30,0,"Same Day"
185,CA-2015-106439,56,1141,14,20151031,251.91,0,"Same Day"
186,CA-2015-106572,414,551,393,20150905,264.32,0,"Same Day"
187,CA-2015-106719,517,1493,427,20150824,8.29,0,"Same Day"
188,CA-2015-106726,277,740,142,20151206,1261.33,0,"Same Day"
189,CA-2015-106803,291,582,192,20151229,24.56,0,"Same Day"
190,CA-2015-106803,291,543,192,20151229,119.80,0,"Same Day"
191,CA-2015-106810,296,628,105,20150514,310.88,0,"Same Day"
192,CA-2015-106971,299,107,547,20150902,475.94,0,"Same Day"
193,CA-2015-107139,504,446,26,20150705,180.96,0,"Same Day"
194,CA-2015-107153,434,424,129,20150928,46.26,0,"Same Day"
195,CA-2015-107181,490,661,143,20150204,82.90,0,"Same Day"
196,CA-2015-107181,490,738,143,20150204,34.24,0,"Same Day"
197,CA-2015-107398,30,306,48,20150825,6.53,0,"Same Day"
198,CA-2015-107398,30,535,48,20150825,20.86,0,"Same Day"
199,CA-2015-107398,30,1325,48,20150825,2.86,0,"Same Day"
200,CA-2015-107454,743,952,24,20151102,89.34,0,"Same Day"
201,CA-2015-107454,743,645,24,20151102,34.86,0,"Same Day"
202,CA-2015-107524,608,154,30,20150302,11.36,0,"Same Day"
203,CA-2015-107524,608,58,30,20150302,36.40,0,"Same Day"
204,CA-2015-107573,172,712,329,20151212,23.47,0,"Same Day"
205,CA-2015-107594,14,803,171,20150702,5.58,0,"Same Day"
206,CA-2015-107594,14,693,171,20150702,73.98,0,"Same Day"
207,CA-2015-107706,462,958,15,20150214,16.18,0,"Same Day"
208,CA-2015-107755,317,684,205,20150207,115.36,0,"Same Day"
209,CA-2015-107769,388,966,592,20151028,257.98,0,"Same Day"
210,CA-2015-107811,157,660,32,20150429,561.58,0,"Same Day"
211,CA-2015-107811,157,354,32,20150429,99.92,0,"Same Day"
212,CA-2015-107818,508,2,514,20150908,975.92,0,"Same Day"
213,CA-2015-107818,508,109,514,20150908,303.84,0,"Same Day"
214,CA-2015-107818,508,428,514,20150908,5.88,0,"Same Day"
215,CA-2015-107818,508,463,514,20150908,485.88,0,"Same Day"
216,CA-2015-107916,688,1516,188,20150824,13.28,0,"Same Day"
217,CA-2015-107916,688,1096,188,20150824,12.67,0,"Same Day"
218,CA-2015-108147,503,1664,256,20150608,68.48,0,"Same Day"
219,CA-2015-108147,503,1379,256,20150608,1676.88,0,"Same Day"
220,CA-2015-108182,112,1422,614,20150206,8.95,0,"Same Day"
221,CA-2015-108189,21,1532,287,20151002,12.77,0,"Same Day"
222,CA-2015-108189,21,855,287,20151002,4.67,0,"Same Day"
223,CA-2015-108189,21,1027,287,20151002,9.41,0,"Same Day"
224,CA-2015-108189,21,1533,287,20151002,15.36,0,"Same Day"
225,CA-2015-108189,21,1054,287,20151002,7.16,0,"Same Day"
226,CA-2015-108189,21,670,287,20151002,230.38,0,"Same Day"
227,CA-2015-108189,21,258,287,20151002,318.40,0,"Same Day"
228,CA-2015-108273,720,1474,144,20151216,56.57,0,"Same Day"
229,CA-2015-108273,720,822,144,20151216,36.29,0,"Same Day"
230,CA-2015-108609,322,1245,204,20151031,1421.66,0,"Same Day"
231,CA-2015-108707,627,745,3,20151024,10.37,0,"Same Day"
232,CA-2015-108861,571,1664,60,20150528,136.96,0,"Same Day"
233,CA-2015-108903,158,1785,48,20151003,55.98,0,"Same Day"
234,CA-2015-108903,158,137,48,20151003,14.48,0,"Same Day"
235,CA-2015-108903,158,1100,48,20151003,142.49,0,"Same Day"
236,CA-2015-109043,395,518,476,20150815,152.24,0,"Same Day"
237,CA-2015-109043,395,1874,476,20150815,91.36,0,"Same Day"
238,CA-2015-109127,548,1595,286,20151221,17.28,0,"Same Day"
239,CA-2015-109134,369,1556,142,20151105,20.04,0,"Same Day"
240,CA-2015-109218,256,315,26,20150630,32.40,0,"Same Day"
241,CA-2015-109232,445,1475,423,20150113,545.94,0,"Same Day"
242,CA-2015-109302,729,920,101,20150812,196.21,0,"Same Day"
243,CA-2015-109491,19,539,239,20150220,20.32,0,"Same Day"
244,CA-2015-109491,19,1207,239,20150220,62.31,0,"Same Day"
245,CA-2015-109680,779,1690,305,20151006,386.34,0,"Same Day"
246,CA-2015-109855,24,714,30,20150901,23.74,0,"Same Day"
247,CA-2015-109855,24,1211,30,20150901,357.00,0,"Same Day"
248,CA-2015-109890,311,1795,199,20150721,35.98,0,"Same Day"
249,CA-2015-109897,573,1157,35,20150812,85.44,0,"Same Day"
250,CA-2015-109897,573,1439,35,20150812,806.34,0,"Same Day"
251,CA-2015-109904,542,887,30,20150714,17.94,0,"Same Day"
252,CA-2015-109918,757,1819,87,20150907,83.92,0,"Same Day"
253,CA-2015-109918,757,1559,87,20150907,20.56,0,"Same Day"
254,CA-2015-109918,757,1872,87,20150907,27.36,0,"Same Day"
255,CA-2015-109932,779,130,231,20151209,10.69,0,"Same Day"
256,CA-2015-109932,779,601,231,20151209,237.10,0,"Same Day"
257,CA-2015-110030,167,566,15,20151206,23.98,0,"Same Day"
258,CA-2015-110065,71,1633,30,20150805,15.96,0,"Same Day"
259,CA-2015-110065,71,1247,30,20150805,135.99,0,"Same Day"
260,CA-2015-110072,68,140,56,20151022,93.89,0,"Same Day"
261,CA-2015-110100,63,728,125,20150425,302.38,0,"Same Day"
262,CA-2015-110184,409,18,2,20150712,249.75,0,"Same Day"
263,CA-2015-110184,409,892,2,20150712,255.94,0,"Same Day"
264,CA-2015-110219,13,65,66,20150505,127.87,0,"Same Day"
265,CA-2015-110352,526,432,67,20151123,23.68,0,"Same Day"
266,CA-2015-110408,128,1220,154,20151018,545.88,0,"Same Day"
267,CA-2015-110408,128,198,154,20151018,275.97,0,"Same Day"
268,CA-2015-110408,128,1219,154,20151018,1394.95,0,"Same Day"
269,CA-2015-110527,526,957,89,20150809,20.88,0,"Same Day"
270,CA-2015-110555,515,255,151,20150411,87.08,0,"Same Day"
271,CA-2015-110555,515,1541,151,20150411,217.44,0,"Same Day"
272,CA-2015-110555,515,511,151,20150411,105.58,0,"Same Day"
273,CA-2015-110611,558,195,75,20151006,83.92,0,"Same Day"
274,CA-2015-110639,303,1321,30,20150823,25.92,0,"Same Day"
275,CA-2015-110639,303,501,30,20150823,45.92,0,"Same Day"
276,CA-2015-110786,296,1488,95,20151229,24.90,0,"Same Day"
277,CA-2015-110786,296,1552,95,20151229,70.56,0,"Same Day"
278,CA-2015-110786,296,576,95,20151229,14.35,0,"Same Day"
279,CA-2015-110786,296,942,95,20151229,274.77,0,"Same Day"
280,CA-2015-110786,296,1168,95,20151229,21.12,0,"Same Day"
281,CA-2015-110786,296,967,95,20151229,767.95,0,"Same Day"
282,CA-2015-110786,296,521,95,20151229,191.98,0,"Same Day"
283,CA-2015-110849,253,1562,14,20150418,10.75,0,"Same Day"
284,CA-2015-110849,253,843,14,20150418,13.12,0,"Same Day"
285,CA-2015-110849,253,197,14,20150418,11.62,0,"Same Day"
286,CA-2015-110849,253,1571,14,20150418,287.97,0,"Same Day"
287,CA-2015-111003,129,283,101,20150601,289.20,0,"Same Day"
288,CA-2015-111003,129,282,101,20150601,45.48,0,"Same Day"
289,CA-2015-111059,484,560,60,20150203,13.27,0,"Same Day"
290,CA-2015-111059,484,272,60,20150203,83.84,0,"Same Day"
291,CA-2015-111150,339,759,340,20151231,29.68,0,"Same Day"
292,CA-2015-111150,339,236,340,20151231,47.53,0,"Same Day"
293,CA-2015-111192,748,1550,6,20150730,1367.84,0,"Same Day"
294,CA-2015-111451,127,270,98,20151226,230.35,0,"Same Day"
295,CA-2015-111451,127,271,98,20151226,218.35,0,"Same Day"
296,CA-2015-111451,127,269,98,20151226,300.42,0,"Same Day"
297,CA-2015-111451,127,272,98,20151226,78.60,0,"Same Day"
298,CA-2015-111451,127,273,98,20151226,27.55,0,"Same Day"
299,CA-2015-111500,138,1383,367,20150817,17.96,0,"Same Day"
300,CA-2015-111500,138,1099,367,20150817,12.67,0,"Same Day"
301,CA-2015-111500,138,1149,367,20150817,114.20,0,"Same Day"
302,CA-2015-111500,138,107,367,20150817,339.96,0,"Same Day"
303,CA-2015-111773,601,1478,24,20150629,13.92,0,"Same Day"
304,CA-2015-111857,135,1195,10,20150423,48.91,0,"Same Day"
305,CA-2015-111871,736,1629,95,20150318,1198.33,0,"Same Day"
306,CA-2015-111899,397,1585,67,20150504,37.84,0,"Same Day"
307,CA-2015-111899,397,1734,67,20150504,5.47,0,"Same Day"
308,CA-2015-111934,242,1000,102,20150505,11.88,0,"Same Day"
309,CA-2015-111934,242,260,102,20150505,35.44,0,"Same Day"
310,CA-2015-111962,433,1392,61,20150929,10.05,0,"Same Day"
311,CA-2015-111962,433,772,61,20150929,807.75,0,"Same Day"
312,CA-2015-112158,274,593,46,20151202,883.92,0,"Same Day"
313,CA-2015-112158,274,349,46,20151202,46.72,0,"Same Day"
314,CA-2015-112158,274,248,46,20151202,119.96,0,"Same Day"
315,CA-2015-112326,286,614,18,20150104,3.54,0,"Same Day"
316,CA-2015-112326,286,613,18,20150104,11.78,0,"Same Day"
317,CA-2015-112326,286,421,18,20150104,272.74,0,"Same Day"
318,CA-2015-112403,124,805,75,20150331,0.85,0,"Same Day"
319,CA-2015-112718,635,1075,134,20151216,1.17,0,"Same Day"
320,CA-2015-112837,753,102,570,20150911,127.95,0,"Same Day"
321,CA-2015-112851,750,1725,459,20150917,182.94,0,"Same Day"
322,CA-2015-113047,276,1452,456,20151024,11.85,0,"Same Day"
323,CA-2015-113166,167,360,124,20151224,9.57,0,"Same Day"
324,CA-2015-113271,285,1629,35,20150709,119.83,0,"Same Day"
325,CA-2015-113271,285,1071,35,20150709,5.56,0,"Same Day"
326,CA-2015-113271,285,99,35,20150709,14.30,0,"Same Day"
327,CA-2015-113271,285,13,35,20150709,32.40,0,"Same Day"
328,CA-2015-113320,110,51,233,20151212,9.24,0,"Same Day"
329,CA-2015-113320,110,1016,233,20151212,12.54,0,"Same Day"
330,CA-2015-113320,110,386,233,20151212,8.94,0,"Same Day"
331,CA-2015-113362,196,439,145,20150914,11.07,0,"Same Day"
332,CA-2015-113362,196,438,145,20150914,449.15,0,"Same Day"
333,CA-2015-113383,12,1165,598,20150910,254.90,0,"Same Day"
334,CA-2015-113383,12,570,598,20150910,81.92,0,"Same Day"
335,CA-2015-113579,45,1122,14,20151213,90.24,0,"Same Day"
336,CA-2015-113768,693,1356,26,20150513,279.46,0,"Same Day"
337,CA-2015-113768,693,1762,26,20150513,8.00,0,"Same Day"
338,CA-2015-113859,605,169,457,20150913,340.12,0,"Same Day"
339,CA-2015-113880,666,84,387,20150301,634.12,0,"Same Day"
340,CA-2015-113880,666,1781,387,20150301,17.47,0,"Same Day"
341,CA-2015-113887,275,420,46,20150405,55.48,0,"Same Day"
342,CA-2015-113929,238,1472,420,20150616,35.00,0,"Same Day"
343,CA-2015-113929,238,92,420,20150616,39.55,0,"Same Day"
344,CA-2015-113929,238,1471,420,20150616,41.40,0,"Same Day"
345,CA-2015-113964,656,1487,165,20150923,18.46,0,"Same Day"
346,CA-2015-114125,690,45,14,20150709,41.90,0,"Same Day"
347,CA-2015-114125,690,1380,14,20150709,2.88,0,"Same Day"
348,CA-2015-114125,690,1209,14,20150709,23.92,0,"Same Day"
349,CA-2015-114181,315,907,64,20150510,349.97,0,"Same Day"
350,CA-2015-114181,315,803,64,20150510,22.32,0,"Same Day"
351,CA-2015-114251,199,1318,106,20151105,273.57,0,"Same Day"
352,CA-2015-114251,199,721,106,20151105,13.19,0,"Same Day"
353,CA-2015-114251,199,914,106,20151105,1080.10,0,"Same Day"
354,CA-2015-114251,199,558,106,20151105,51.56,0,"Same Day"
355,CA-2015-114251,199,1327,106,20151105,58.42,0,"Same Day"
356,CA-2015-114314,588,1364,146,20151011,8.92,0,"Same Day"
357,CA-2015-114314,588,3,146,20151011,7.31,0,"Same Day"
358,CA-2015-114321,715,1484,498,20150820,500.24,0,"Same Day"
359,CA-2015-114321,715,1187,498,20150820,896.99,0,"Same Day"
360,CA-2015-114321,715,1631,498,20150820,20.12,0,"Same Day"
361,CA-2015-114335,191,1838,476,20150928,337.09,0,"Same Day"
362,CA-2015-114433,269,1244,233,20150513,149.97,0,"Same Day"
363,CA-2015-114510,640,1355,505,20150314,33.09,0,"Same Day"
364,CA-2015-114510,640,1587,505,20150314,62.05,0,"Same Day"
365,CA-2015-114510,640,463,505,20150314,80.98,0,"Same Day"
366,CA-2015-114510,640,689,505,20150314,21.36,0,"Same Day"
367,CA-2015-114510,640,1719,505,20150314,82.80,0,"Same Day"
368,CA-2015-114517,261,982,24,20151223,53.32,0,"Same Day"
369,CA-2015-114517,261,556,24,20151223,56.52,0,"Same Day"
370,CA-2015-114643,525,1170,4,20150613,14.52,0,"Same Day"
371,CA-2015-114790,525,417,127,20150311,146.76,0,"Same Day"
372,CA-2015-114790,525,1483,127,20150311,14.94,0,"Same Day"
373,CA-2015-114790,525,684,127,20150311,32.96,0,"Same Day"
374,CA-2015-114790,525,474,127,20150311,587.97,0,"Same Day"
375,CA-2015-115056,240,939,48,20150502,26.14,0,"Same Day"
376,CA-2015-115084,625,1748,465,20151018,605.34,0,"Same Day"
377,CA-2015-115133,527,1842,404,20150926,16.70,0,"Same Day"
378,CA-2015-115133,527,1559,404,20150926,32.90,0,"Same Day"
379,CA-2015-115133,527,1870,404,20150926,3.15,0,"Same Day"
380,CA-2015-115161,703,1117,169,20150131,290.67,0,"Same Day"
381,CA-2015-115259,54,114,48,20150825,130.46,0,"Same Day"
382,CA-2015-115259,54,112,48,20150825,4.72,0,"Same Day"
383,CA-2015-115259,54,111,48,20150825,40.10,0,"Same Day"
384,CA-2015-115259,54,113,48,20150825,23.98,0,"Same Day"
385,CA-2015-115336,449,502,37,20151118,14.48,0,"Same Day"
386,CA-2015-115357,289,925,38,20150806,62.91,0,"Same Day"
387,CA-2015-115791,112,756,64,20150116,127.10,0,"Same Day"
388,CA-2015-115791,112,588,64,20150116,18.59,0,"Same Day"
389,CA-2015-115791,112,302,64,20150116,30.07,0,"Same Day"
390,CA-2015-115791,112,304,64,20150116,124.20,0,"Same Day"
391,CA-2015-115812,4,6,4,20150609,48.86,0,"Same Day"
392,CA-2015-115812,4,11,4,20150609,1706.18,0,"Same Day"
393,CA-2015-115812,4,10,4,20150609,114.90,0,"Same Day"
394,CA-2015-115812,4,7,4,20150609,7.28,0,"Same Day"
395,CA-2015-115812,4,9,4,20150609,18.50,0,"Same Day"
396,CA-2015-115812,4,12,4,20150609,911.42,0,"Same Day"
397,CA-2015-115812,4,8,4,20150609,907.15,0,"Same Day"
398,CA-2015-115889,130,247,35,20151102,362.92,0,"Same Day"
399,CA-2015-115889,130,1140,35,20151102,46.38,0,"Same Day"
400,CA-2015-115973,160,348,94,20151124,2.62,0,"Same Day"
401,CA-2015-115980,101,53,376,20150715,6.54,0,"Same Day"
402,CA-2015-115980,101,1445,376,20150715,2.97,0,"Same Day"
403,CA-2015-116190,496,1285,149,20150726,67.88,0,"Same Day"
